Conference,Year,Title,DOI,Link,FirstPage,LastPage,PaperType,AuthorNames-Deduped,AuthorNames,AuthorAffiliation,InternalReferences,AuthorKeywords,AminerCitationCount,CitationCount_CrossRef,PubsCited_CrossRef,Downloads_Xplore,Award,GraphicsReplicabilityStamp
Vis,2023,"Knowledge Graphs in Practice: Characterizing their Users, Challenges, and Visualization Opportunities",10.1109/tvcg.2023.3326904,http://dx.doi.org/10.1109/TVCG.2023.3326904,584,594,J,Harry X. Li;Gabriel Appleby;Camelia Daniela Brumar;Remco Chang;Ashley Suh 0001,Harry Li;Gabriel Appleby;Camelia Daniela Brumar;Remco Chang;Ashley Suh,"MIT Lincoln Laboratory, USA;Tufts University, USA;Tufts University, USA;Tufts University, USA;MIT Lincoln Laboratory, USA",10.1109/tvcg.2018.2865040;10.1109/tvcg.2011.185;10.1109/tvcg.2020.3030443;10.1109/tvcg.2008.178;10.1109/tvcg.2022.3209453;10.1109/tvcg.2012.219;10.1109/tvcg.2021.3114863;10.1109/tvcg.2014.2346452;10.1109/tvcg.2020.3030378;10.1109/tvcg.2018.2865149;10.1109/tvcg.2012.213;10.1109/tvcg.2019.2934802,"Knowledge graphs,visualization techniques and methodologies,human factors,visual communication",,1,81,490,,
Vis,2023,NL2Color: Refining Color Palettes for Charts with Natural Language,10.1109/tvcg.2023.3326522,http://dx.doi.org/10.1109/TVCG.2023.3326522,814,824,J,Chuhan Shi;Weiwei Cui;Chengzhong Liu;Chengbo Zheng;Haidong Zhang;Qiong Luo 0001;Xiaojuan Ma,Chuhan Shi;Weiwei Cui;Chengzhong Liu;Chengbo Zheng;Haidong Zhang;Qiong Luo;Xiaojuan Ma,"Southeast University, China;Microsoft Research Asia, China;Hong Kong University of Science and Technology, China;Hong Kong University of Science and Technology, China;Microsoft Research Asia, China;Hong Kong University of Science and Technology, China;Hong Kong University of Science and Technology, China",10.1109/tvcg.2013.234;10.1109/tvcg.2019.2934785;10.1109/tvcg.2021.3114848;10.1109/tvcg.2017.2744198;10.1109/tvcg.2018.2865147;10.1109/tvcg.2015.2467471;10.1109/tvcg.2019.2934284;10.1109/tvcg.2022.3209357;10.1109/tvcg.2019.2934668,"chart,color palette,natural language,large language model",,1,57,486,,
Vis,2023,Transitioning to a Commercial Dashboarding System: Socio-Technical Observations and Opportunities,10.1109/tvcg.2023.3326525,http://dx.doi.org/10.1109/TVCG.2023.3326525,381,391,J,Conny Walchshofer;Vaishali Dhanoa;Marc Streit;Miriah Meyer,Conny Walchshofer;Vaishal Dhanoa;Marc Streit;Miriah Meyer,"Johannes Kepler University Linz, Austria;Pro2 Future GmbH, Austria;Johannes Kepler University Linz, Austria;Linköping University, Sweden",10.1109/tvcg.2018.2865040;10.1109/tvcg.2016.2598647;10.1109/tvcg.2022.3209448;10.1109/tvcg.2022.3209490;10.1109/tvcg.2021.3114830;10.1109/tvcg.2017.2743990;10.1109/tvcg.2010.164;10.1109/tvcg.2012.219;10.1109/tvcg.2022.3209451;10.1109/tvcg.2019.2934593;10.1109/tvcg.2021.3114959;10.1109/tvcg.2018.2864903;10.1109/tvcg.2012.213;10.1109/tvcg.2010.179;10.1109/tvcg.2009.162;10.1109/vast.2012.6400554;10.1109/tvcg.2022.3209493,"Interview study,socio-technical challenges,visual analytics",,1,62,461,,
Vis,2023,Supporting Guided Exploratory Visual Analysis on Time Series Data with Reinforcement Learning,10.1109/tvcg.2023.3327200,http://dx.doi.org/10.1109/TVCG.2023.3327200,1172,1182,J,Yang Shi 0007;Bingchang Chen;Ying Chen;Zhuochen Jin;Ke Xu;Xiaohan Jiao;Tian Gao;Nan Cao 0001,Yang Shi;Bingchang Chen;Ying Chen;Zhuochen Jin;Ke Xu;Xiaohan Jiao;Tian Gao;Nan Cao,"Intelligent Big Data Visualization Lab, Tongji University, China;Intelligent Big Data Visualization Lab, Tongji University, China;Intelligent Big Data Visualization Lab, Tongji University, China;Huawei Cloud Computing Technologies Co., Ltd., China;Huawei Cloud Computing Technologies Co., Ltd., China;Intelligent Big Data Visualization Lab, Tongji University, China;Intelligent Big Data Visualization Lab, Tongji University, China;Intelligent Big Data Visualization Lab, Tongji University, China",10.1109/tvcg.2018.2865040;10.1109/vast.2014.7042480;10.1109/tvcg.2016.2598876;10.1109/tvcg.2016.2598468;10.1109/tvcg.2022.3209468;10.1109/tvcg.2021.3114875;10.1109/tvcg.2020.3028889;10.1109/tvcg.2018.2865077;10.1109/tvcg.2012.229;10.1109/tvcg.2018.2864526;10.1109/tvcg.2016.2599030;10.1109/tvcg.2020.3030403;10.1109/tvcg.2022.3209409;10.1109/tvcg.2022.3209486;10.1109/tvcg.2012.191;10.1109/tvcg.2018.2865145;10.1109/tvcg.2015.2467751;10.1109/tvcg.2019.2934398;10.1109/tvcg.2015.2467191;10.1109/vast.2009.5332595;10.1109/tvcg.2021.3114826;10.1109/tvcg.2023.3326913;10.1109/tvcg.2021.3114774;10.1109/tvcg.2011.195;10.1109/tvcg.2021.3114865,"Time Series Data,Exploratory Visual Analysis,Reinforcement Learning",,1,77,448,,
Vis,2023,CLAMS: A Cluster Ambiguity Measure for Estimating Perceptual Variability in Visual Clustering,10.1109/tvcg.2023.3327201,http://dx.doi.org/10.1109/TVCG.2023.3327201,770,780,J,Hyeon Jeon;Ghulam Jilani Quadri;Hyunwook Lee;Paul Rosen 0001;Danielle Albers Szafir;Jinwook Seo,Hyeon Jeon;Ghulam Jilani Quadri;Hyunwook Lee;Paul Rosen;Danielle Albers Szafir;Jinwook Seo,"Seoul National University, South Korea;University of North Carolina, Chapel Hill, USA;UNIST, South Korea;University of Utah, USA;Seoul National University, South Korea;Seoul National University, South Korea",10.1109/infvis.2005.1532136;10.1109/tvcg.2011.229;10.1109/tvcg.2013.124;10.1109/tvcg.2014.2346572;10.1109/tvcg.2021.3114833;10.1109/tvcg.2017.2744718;10.1109/tvcg.2019.2934811;10.1109/tvcg.2018.2865240;10.1109/tvcg.2020.3030365;10.1109/tvcg.2017.2744184;10.1109/tvcg.2018.2864912;10.1109/tvcg.2021.3114694,"Cluster,scatterplot,perception,cluster analysis,cluster ambiguity,visual quality measure",,1,86,382,HM,
Vis,2023,VideoPro: A Visual Analytics Approach for Interactive Video Programming,10.1109/tvcg.2023.3326586,http://dx.doi.org/10.1109/TVCG.2023.3326586,87,97,J,Jianben He;Xingbo Wang 0001;Kamkwai Wong;Xijie Huang;Changjian Chen;Zixin Chen;Fengjie Wang;Min Zhu;Huamin Qu,Jianben He;Xingbo Wang;Kam Kwai Wong;Xijie Huang;Changjian Chen;Zixin Chen;Fengjie Wang;Min Zhu;Huamin Qu,"Hong Kong University of Science and Technology, Hong Kong, China;Hong Kong University of Science and Technology, Hong Kong, China;Hong Kong University of Science and Technology, Hong Kong, China;Hong Kong University of Science and Technology, Hong Kong, China;Tsinghua University, Beijing, China;Hong Kong University of Science and Technology, Hong Kong, China;Sichuang University, Chengdu, China;Sichuang University, Chengdu, China;Hong Kong University of Science and Technology, Hong Kong, China",10.1109/vast.2016.7883520;10.1109/tvcg.2017.2745083;10.1109/tvcg.2021.3114806;10.1109/tvcg.2023.3327168;10.1109/tvcg.2022.3209466;10.1109/vast.2012.6400492;10.1109/tvcg.2021.3114793;10.1109/tvcg.2019.2934266;10.1109/tvcg.2016.2598695;10.1109/tvcg.2018.2864843;10.1109/tvcg.2021.3114789;10.1109/tvcg.2011.208;10.1109/tvcg.2021.3114822;10.1109/vast47406.2019.8986917;10.1109/tvcg.2021.3114781;10.1109/tvcg.2021.3114794;10.1109/tvcg.2022.3209452;10.1109/tvcg.2019.2934656;10.1109/tvcg.2022.3209483;10.1109/tvcg.2022.3209391,"Interactive machine learning,data programming,video exploration and analysis",,1,83,381,,
Vis,2023,VIRD: Immersive Match Video Analysis for High-Performance Badminton Coaching,10.1109/tvcg.2023.3327161,http://dx.doi.org/10.1109/TVCG.2023.3327161,458,468,J,Tica Lin;Alexandre Aouididi;Zhutian Chen;Johanna Beyer;Hanspeter Pfister;Jui-Hsien Wang,Tica Lin;Alexandre Aouididi;Chen Zhu-Tian;Johanna Beyer;Hanspeter Pfister;Jui-Hsien Wang,"Harvard John A. Paulson School of Engineering and Applied Sciences, USA;Harvard John A. Paulson School of Engineering and Applied Sciences, USA;Harvard John A. Paulson School of Engineering and Applied Sciences, USA;Harvard John A. Paulson School of Engineering and Applied Sciences, USA;Harvard John A. Paulson School of Engineering and Applied Sciences, USA;Adobe Research, USA",10.1109/tvcg.2021.3114861;10.1109/vast.2014.7042478;10.1109/tvcg.2019.2934395;10.1109/tvcg.2020.3030435;10.1109/tvcg.2022.3209353;10.1109/visual.2001.964496;10.1109/tvcg.2017.2745181;10.1109/tvcg.2009.108;10.1109/tvcg.2018.2865041;10.1109/tvcg.2020.3030427;10.1109/tvcg.2020.3030392,"Sports Analytics,Immersive Analytics,Data Visualization",,1,61,375,,
Vis,2023,From Information to Choice: A Critical Inquiry Into Visualization Tools for Decision Making,10.1109/tvcg.2023.3326593,http://dx.doi.org/10.1109/TVCG.2023.3326593,359,369,J,Emre Oral;Ria Chawla;Michel Wijkstra;Narges Mahyar;Evanthia Dimara,Emre Oral;Ria Chawla;Michel Wijkstra;Narges Mahyar;Evanthia Dimara,"Utrecht University, Netherlands;University of Massachusetts Amherst, United States;Utrecht University, Netherlands;University of Massachusetts Amherst, United States;Utrecht University, Netherlands",10.1109/vast.2011.6102457;10.1109/tvcg.2019.2934262;10.1109/vast.2007.4388995;10.1109/visual.1999.809923;10.1109/tvcg.2021.3114830;10.1109/tvcg.2021.3114760;10.1109/tvcg.2021.3114803;10.1109/tvcg.2018.2865233;10.1109/tvcg.2017.2745138;10.1109/tvcg.2019.2934283;10.1109/tvcg.2021.3114813;10.1109/tvcg.2020.3030469;10.1109/vast.2015.7347636;10.1109/tvcg.2017.2744199;10.1109/tvcg.2013.173;10.1109/tvcg.2013.134;10.1109/tvcg.2020.3030335;10.1109/tvcg.2017.2744299;10.1109/tvcg.2018.2865159;10.1109/tvcg.2022.3209451;10.1109/tvcg.2016.2598432;10.1109/tvcg.2010.177;10.1109/tvcg.2018.2864913;10.1109/tvcg.2016.2598589;10.1109/tvcg.2012.261;10.1109/vast.2009.5333920;10.1109/tvcg.2015.2468011;10.1109/vast.2017.8585669;10.1109/tvcg.2017.2745078;10.1109/tvcg.2010.223;10.1109/tvcg.2018.2865126;10.1109/tvcg.2020.3030458;10.1109/tvcg.2007.70515;10.1109/tvcg.2017.2744738;10.1109/tvcg.2018.2865020,"Decision making,visualization,state of the art,review,survey,design,interaction,multi-criteria decision making,MCDM",,1,106,374,,
Vis,2023,InnovationInsights: A Visual Analytics Approach for Understanding the Dual Frontiers of Science and Technology,10.1109/tvcg.2023.3327387,http://dx.doi.org/10.1109/TVCG.2023.3327387,518,528,J,Yifang Wang 0001;Yifan Qian;Xiaoyu Qi;Nan Cao 0001;Dashun Wang,Yifang Wang;Yifan Qian;Xiaoyu Qi;Nan Cao;Dashun Wang,"The Center for Science of Science and Innovation, Northwestern University, USA;The Center for Science of Science and Innovation, Northwestern University, USA;Intelligent Big Data Visualization Lab, Tongji University, China;Intelligent Big Data Visualization Lab, Tongji University, China;The Center for Science of Science and Innovation, Northwestern University, USA",10.1109/tvcg.2022.3209427;10.1109/tvcg.2011.202;10.1109/tvcg.2011.226;10.1109/tvcg.2018.2864826;10.1109/tvcg.2012.252;10.1109/tvcg.2013.162;10.1109/visual.2001.964539;10.1109/tvcg.2022.3209422;10.1109/tvcg.2018.2865022;10.1109/tvcg.2019.2934667;10.1109/tvcg.2017.2745158;10.1109/tvcg.2021.3114820;10.1109/tvcg.2018.2865149;10.1109/infvis.2005.1532150;10.1109/tvcg.2012.213;10.1109/tvcg.2021.3114787;10.1109/vast.2011.6102453;10.1109/tvcg.2021.3114794;10.1109/tvcg.2021.3114790;10.1109/tvcg.2022.3209360;10.1109/tvcg.2015.2468151,"Science of Science,Innovation,Academic Profiles,Patent Data,Publication Data,Visual Analytics",,1,76,369,HM,
Vis,2023,Class-Constrained t-SNE: Combining Data Features and Class Probabilities,10.1109/tvcg.2023.3326600,http://dx.doi.org/10.1109/TVCG.2023.3326600,164,174,J,Linhao Meng;Stef van den Elzen;Nicola Pezzotti;Anna Vilanova,Linhao Meng;Stef van den Elzen;Nicola Pezzotti;Anna Vilanova,"Eindhoven University of Technology, Netherlands;Eindhoven University of Technology, Netherlands;Eindhoven University of Technology, Netherlands;Eindhoven University of Technology, Netherlands",10.1109/tvcg.2014.2346660;10.1109/tvcg.2017.2744818;10.1109/tvcg.2013.212;10.1109/vast.2010.5652443;10.1109/tvcg.2012.277;10.1109/visual.1997.663916;10.1109/vast.2012.6400492;10.1109/tvcg.2016.2598445;10.1109/tvcg.2018.2864843;10.1109/tvcg.2019.2934631;10.1109/tvcg.2011.212;10.1109/tvcg.2019.2934307;10.1109/tvcg.2016.2598828;10.1109/visual.2000.885740;10.1109/vast47406.2019.8986943;10.1109/tvcg.2018.2864499,"Dimensionality reduction,t-distributed stochastic neighbor embedding,constraint integration",,1,60,346,,
Vis,2023,HealthPrism: A Visual Analytics System for Exploring Children's Physical and Mental Health Profiles with Multimodal Data,10.1109/tvcg.2023.3326943,http://dx.doi.org/10.1109/TVCG.2023.3326943,1205,1215,J,Zhihan Jiang;Handi Chen;Rui Zhou;Jing Deng;Xinchen Zhang;Running Zhao;Cong Xie;Yifang Wang 0001;Edith C. H. Ngai,Zhihan Jiang;Handi Chen;Rui Zhou;Jing Deng;Xinchen Zhang;Running Zhao;Cong Xie;Yifang Wang;Edith C.H. Ngai,"University of Hong Kong, China;University of Hong Kong, China;University of Hong Kong, China;University of Hong Kong, China;University of Hong Kong, China;University of Hong Kong, China;Tencent, China;Kellogg School of Management, Northwestern University, USA;University of Hong Kong, China",10.1109/tvcg.2021.3114836;10.1109/tvcg.2020.3030424;10.1109/tvcg.2018.2864885;10.1109/tvcg.2016.2598588;10.1109/tvcg.2014.2346482;10.1109/tvcg.2018.2865027;10.1109/tvcg.2015.2467555;10.1109/tvcg.2015.2467325;10.1109/tvcg.2021.3114794,"Visual Analytics,Health Profiling,Multimodal Learning,Context Data,Motion Data",,1,68,328,,
Vis,2023,Classes are Not Clusters: Improving Label-Based Evaluation of Dimensionality Reduction,10.1109/tvcg.2023.3327187,http://dx.doi.org/10.1109/TVCG.2023.3327187,781,791,J,Hyeon Jeon;Yun-Hsin Kuo;Michaël Aupetit 0001;Kwan-Liu Ma;Jinwook Seo,Hyeon Jeon;Yun-Hsin Kuo;Michaël Aupetit;Kwan-Liu Ma;Jinwook Seo,"Seoul National University, South Korea;University of California, Davis, South Korea;Qatar Computing Research Institute, Hamad Bin Khalifa University, Qatar;University of California, Davis, South Korea;Seoul National University, South Korea",10.1109/tvcg.2021.3114833;10.1109/tvcg.2011.220;10.1109/tvcg.2017.2745085;10.1109/tvcg.2020.3030365;10.1109/tvcg.2013.153;10.1109/tvcg.2017.2745258;10.1109/tvcg.2022.3209423;10.1109/tvcg.2021.3114694,"Dimensionality Reduction,Reliability,Clustering,Clustering Validation Measures,Dimensionality Reduction Evaluation",,1,74,317,,
Vis,2023,Differentiable Design Galleries: A Differentiable Approach to Explore the Design Space of Transfer Functions,10.1109/tvcg.2023.3327371,http://dx.doi.org/10.1109/TVCG.2023.3327371,1369,1379,J,Bo Pan;Jiaying Lu 0005;Haoxuan Li;Weifeng Chen 0003;Yiyao Wang;Minfeng Zhu;Chenhao Yu;Wei Chen 0001,Bo Pan;Jiaying Lu;Haoxuan Li;Weifeng Chen;Yiyao Wang;Minfeng Zhu;Chenhao Yu;Wei Chen,"State Key Lab of CAD&CG, Zhejiang University, China;State Key Lab of CAD&CG, Zhejiang University, China;State Key Lab of CAD&CG, Zhejiang University, China;Zhejiang University of Finance&Economics, China;State Key Lab of CAD&CG, Zhejiang University, China;Zhejiang University, China;State Key Lab of CAD&CG, Zhejiang University, China;State Key Lab of CAD&CG, Zhejiang University, China",10.1109/tvcg.2008.162;10.1109/tvcg.2009.189;10.1109/tvcg.2011.261;10.1109/visual.1996.568113;10.1109/tvcg.2019.2934312;10.1109/tvcg.2012.231;10.1109/tvcg.2015.2467294;10.1109/visual.2003.1250414;10.1109/visual.2003.1250412;10.1109/visual.2005.1532807;10.1109/tvcg.2009.185;10.1109/tvcg.2006.148;10.1109/tvcg.2021.3114769,"Transfer function,direct volume rendering,deep learning,generative models,differentiable rendering",,1,50,305,,
Vis,2023,Cluster-Aware Grid Layout,10.1109/tvcg.2023.3326934,http://dx.doi.org/10.1109/TVCG.2023.3326934,240,250,J,Yuxing Zhou;Weikai Yang;Jiashu Chen;Changjian Chen;Zhiyang Shen;Xiaonan Luo;Lingyun Yu 0001;Shixia Liu,Yuxing Zhou;Weikai Yang;Jiashu Chen;Changjian Chen;Zhiyang Shen;Xiaonan Luo;Lingyun Yu;Shixia Liu,"School of Software, BNRist, Tsinghua University, China;School of Software, BNRist, Tsinghua University, China;School of Software, BNRist, Tsinghua University, China;Kuaishou Technology, China;School of Software, BNRist, Tsinghua University, China;Guilin University of Electronic Technology, China;Xi'an Jiaotong-Liverpool University, China;School of Software, BNRist, Tsinghua University, China",10.1109/tvcg.2022.3209425;10.1109/tvcg.2019.2934280;10.1109/tvcg.2016.2598447;10.1109/tvcg.2022.3209384;10.1109/tvcg.2009.152;10.1109/tvcg.2021.3114834;10.1109/tvcg.2016.2598831;10.1109/tvcg.2019.2934811;10.1109/tvcg.2018.2865151;10.1109/tvcg.2016.2598542;10.1109/tvcg.2008.158;10.1109/tvcg.2021.3114841;10.1109/tvcg.2022.3209485;10.1109/tvcg.2022.3209458;10.1109/tvcg.2016.2598796;10.1109/tvcg.2022.3209423;10.1109/tvcg.2015.2467251;10.1109/tvcg.2022.3209404;10.1109/tvcg.2020.3030410,"Grid layout,similarity,convexity,compactness,optimization",,1,61,305,,
Vis,2023,LiveRetro: Visual Analytics for Strategic Retrospect in Livestream E-Commerce,10.1109/tvcg.2023.3326911,http://dx.doi.org/10.1109/TVCG.2023.3326911,1117,1127,J,Yuchen Wu;Yuansong Xu;Shenghan Gao;Xingbo Wang 0001;Wenkai Song;Zhiheng Nie;Xiaomeng Fan;Quan Li,Yuchen Wu;Yuansong Xu;Shenghan Gao;Xingbo Wang;Wenkai Song;Zhiheng Nie;Xiaomeng Fan;Quan Li,"School of Information Science and Technology, ShanghaiTech University, and Shanghai Engineering Research Center of Intelligent Vision and Imaging, China;School of Information Science and Technology, ShanghaiTech University, and Shanghai Engineering Research Center of Intelligent Vision and Imaging, China;School of Information Science and Technology, ShanghaiTech University, and Shanghai Engineering Research Center of Intelligent Vision and Imaging, China;Weill Cornell Medical College, Cornell University, USA;School of Entrepreneurship and Management, ShanghaiTech University, China;Be Friends Holding Limited, China;School of Entrepreneurship and Management, ShanghaiTech University, China;School of Information Science and Technology, ShanghaiTech University, and Shanghai Engineering Research Center of Intelligent Vision and Imaging, China",10.1109/tvcg.2015.2467851;10.1109/tvcg.2022.3209351;10.1109/tvcg.2021.3114789;10.1109/tvcg.2021.3114822;10.1109/tvcg.2021.3114781;10.1109/tvcg.2021.3114794;10.1109/tvcg.2019.2934656;10.1109/tvcg.2022.3209440,"Livestream E-commerce,Visual Analytics,Multimodal Video Analysis,Marketing Strategy,Time-series Modeling",,1,79,296,,
Vis,2023,TimeTuner: Diagnosing Time Representations for Time-Series Forecasting with Counterfactual Explanations,10.1109/tvcg.2023.3327389,http://dx.doi.org/10.1109/TVCG.2023.3327389,1183,1193,J,Jianing Hao;Qing Shi;Yilin Ye;Wei Zeng 0004,Jianing Hao;Qing Shi;Yilin Ye;Wei Zeng,"Hong Kong University of Science and Technology (Guangzhou), Guangzhou, China;Hong Kong University of Science and Technology (Guangzhou), Guangzhou, China;Hong Kong University of Science and Technology (Guangzhou), Guangzhou, China;Hong Kong University of Science and Technology (Guangzhou), Guangzhou, China",10.1109/tvcg.2019.2934262;10.1109/tvcg.2008.166;10.1109/tvcg.2020.3030342;10.1109/tvcg.2010.162;10.1109/tvcg.2010.193;10.1109/tvcg.2018.2865027;10.1109/tvcg.2019.2934267;10.1109/tvcg.2013.125;10.1109/infvis.2005.1532144;10.1109/tvcg.2023.3327200;10.1109/tvcg.2019.2934629;10.1109/tvcg.2017.2744158;10.1109/infvis.1999.801851;10.1109/tvcg.2019.2934619;10.1109/tvcg.2020.3030410,"Time-series forecasting,counterfactual explanation,visual analytics",,1,67,295,,
Vis,2023,GeoExplainer: A Visual Analytics Framework for Spatial Modeling Contextualization and Report Generation,10.1109/tvcg.2023.3327359,http://dx.doi.org/10.1109/TVCG.2023.3327359,1391,1401,J,Fan Lei;Yuxin Ma;A. Stewart Fotheringham;Elizabeth A. Mack;Ziqi Li;Mehak Sachdeva;Sarah Bardin;Ross Maciejewski,Fan Lei;Yuxin Ma;A. Stewart Fotheringham;Elizabeth A. Mack;Ziqi Li;Mehak Sachdeva;Sarah Bardin;Ross Maciejewski,"Arizona State University, USA;Southern University of Science and Technology, China;Arizona State University, USA;Michigan State University, USA;Florida State University, USA;Arizona State University, USA;Arizona State University, USA;Arizona State University, USA",10.1109/tvcg.2011.185;10.1109/vast.2010.5652885;10.1109/tvcg.2020.3030358;10.1109/tvcg.2013.226;10.1109/tvcg.2015.2467199;10.1109/tvcg.2011.255;10.1109/vast.2017.8585720;10.1109/tvcg.2014.2346482;10.1109/tvcg.2018.2864812;10.1109/tvcg.2013.125;10.1109/tvcg.2014.2346321;10.1109/tvcg.2010.179;10.1109/tvcg.2018.2865145,"Spatial data analysis,local models,multiscale geographically weighted regression,model explanation,visual analytics",,1,71,285,,
